epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1073,10743.3,1.28211,0.73323,1.18391,0.86998,0.79524,0.82822,0.47498,1.56051,0.74723,1.45948,4.6936e-05,4.6936e-05,4.6936e-05
1074,10751.3,1.2501,0.74679,1.18293,0.86969,0.79524,0.82821,0.47526,1.55938,0.74741,1.45866,4.68865e-05,4.68865e-05,4.68865e-05
1075,10759.1,1.25883,0.73576,1.18108,0.86873,0.79554,0.8297,0.47577,1.56011,0.74721,1.45947,4.6837e-05,4.6837e-05,4.6837e-05
1076,10767.1,1.27293,0.74327,1.18907,0.87018,0.79694,0.83054,0.47604,1.55787,0.74712,1.4581,4.67875e-05,4.67875e-05,4.67875e-05
1077,10783.8,1.27243,0.74345,1.19347,0.86882,0.79615,0.82955,0.47443,1.56445,0.74781,1.46203,4.6738e-05,4.6738e-05,4.6738e-05
1078,10791.7,1.28595,0.74799,1.19884,0.87042,0.79865,0.83029,0.47506,1.56422,0.74641,1.46174,4.66885e-05,4.66885e-05,4.66885e-05
1079,10799.7,1.30953,0.75322,1.2137,0.87032,0.79792,0.83041,0.47383,1.57386,0.74733,1.46756,4.6639e-05,4.6639e-05,4.6639e-05
1080,10808.1,1.27801,0.74722,1.19392,0.87047,0.79524,0.82916,0.46881,1.59049,0.75035,1.47724,4.65895e-05,4.65895e-05,4.65895e-05
1081,10816,1.26923,0.73244,1.18638,0.87216,0.79304,0.82907,0.46534,1.60537,0.75358,1.48624,4.654e-05,4.654e-05,4.654e-05
1082,10829.2,1.27041,0.74818,1.1963,0.87198,0.7926,0.82884,0.46355,1.60834,0.75433,1.48808,4.64905e-05,4.64905e-05,4.64905e-05
1083,10837.7,1.27302,0.73987,1.19034,0.8709,0.79309,0.82958,0.46712,1.59852,0.75269,1.48184,4.6441e-05,4.6441e-05,4.6441e-05
1084,10846,1.26656,0.73922,1.18593,0.87203,0.79128,0.82934,0.46714,1.59585,0.752,1.48003,4.63915e-05,4.63915e-05,4.63915e-05
1085,10853.9,1.28378,0.74909,1.20049,0.87116,0.79495,0.82895,0.46766,1.59215,0.75061,1.47786,4.6342e-05,4.6342e-05,4.6342e-05
1086,10861.8,1.24139,0.72723,1.17496,0.8724,0.79479,0.82908,0.46678,1.59426,0.75049,1.47937,4.62925e-05,4.62925e-05,4.62925e-05
1087,10870.6,1.24667,0.73632,1.1855,0.87082,0.79253,0.82898,0.46618,1.59683,0.7519,1.48094,4.6243e-05,4.6243e-05,4.6243e-05
1088,10878.5,1.26868,0.74142,1.18687,0.87083,0.79259,0.82894,0.46738,1.5907,0.75163,1.47684,4.61935e-05,4.61935e-05,4.61935e-05
1089,10886.3,1.23838,0.71717,1.17224,0.86927,0.79789,0.82919,0.46589,1.59277,0.75109,1.4788,4.6144e-05,4.6144e-05,4.6144e-05
1090,10896,1.25095,0.73828,1.1895,0.87185,0.7909,0.82938,0.46418,1.60229,0.75304,1.48563,4.60945e-05,4.60945e-05,4.60945e-05
1091,10904.7,1.25579,0.74188,1.18605,0.8767,0.78903,0.82974,0.46467,1.60312,0.75316,1.4864,4.6045e-05,4.6045e-05,4.6045e-05
1092,10923.7,1.26105,0.74698,1.19284,0.87882,0.7926,0.82986,0.46453,1.60143,0.7526,1.48485,4.59955e-05,4.59955e-05,4.59955e-05
1093,10935.8,1.24198,0.72093,1.17873,0.88141,0.7953,0.82994,0.46573,1.5949,0.75089,1.48052,4.5946e-05,4.5946e-05,4.5946e-05
1094,10944,1.25116,0.72436,1.18172,0.88384,0.79406,0.83025,0.46611,1.59384,0.75001,1.48003,4.58965e-05,4.58965e-05,4.58965e-05
1095,10952.2,1.25923,0.73114,1.17564,0.88113,0.79524,0.82927,0.46674,1.58602,0.74806,1.47467,4.5847e-05,4.5847e-05,4.5847e-05
1096,10960,1.25741,0.7294,1.18725,0.88091,0.79524,0.82963,0.46885,1.57296,0.74533,1.46582,4.57975e-05,4.57975e-05,4.57975e-05
1097,10968.2,1.27612,0.74355,1.18179,0.88114,0.79326,0.83015,0.47027,1.56389,0.74266,1.45993,4.5748e-05,4.5748e-05,4.5748e-05
1098,10976.2,1.27014,0.73284,1.18116,0.88024,0.79128,0.83018,0.47018,1.57215,0.7435,1.46517,4.56985e-05,4.56985e-05,4.56985e-05
1099,10984,1.27675,0.73699,1.18344,0.87595,0.7929,0.83011,0.46841,1.58523,0.74485,1.47346,4.5649e-05,4.5649e-05,4.5649e-05
1100,10992.2,1.27702,0.74376,1.19528,0.87583,0.792,0.82986,0.46788,1.58935,0.7443,1.47562,4.55995e-05,4.55995e-05,4.55995e-05
1101,11000.5,1.25915,0.73569,1.18561,0.88436,0.78732,0.83199,0.46775,1.59103,0.74359,1.47708,4.555e-05,4.555e-05,4.555e-05
1102,11009.9,1.27767,0.74046,1.19355,0.88509,0.78732,0.83182,0.46804,1.59227,0.74279,1.47846,4.55005e-05,4.55005e-05,4.55005e-05
1103,11020.3,1.27576,0.74316,1.19259,0.88549,0.78659,0.83095,0.46829,1.59038,0.74225,1.47734,4.5451e-05,4.5451e-05,4.5451e-05
1104,11028.6,1.24148,0.72,1.16263,0.88245,0.786,0.83054,0.46869,1.59187,0.74212,1.47776,4.54015e-05,4.54015e-05,4.54015e-05
1105,11036.7,1.30298,0.74979,1.20781,0.8815,0.78615,0.83049,0.46804,1.59412,0.74187,1.4792,4.5352e-05,4.5352e-05,4.5352e-05
1106,11044.6,1.25977,0.73894,1.18774,0.88165,0.78726,0.82934,0.46932,1.58787,0.74034,1.47536,4.53025e-05,4.53025e-05,4.53025e-05
1107,11053.4,1.28371,0.75868,1.20203,0.88164,0.78722,0.82944,0.47065,1.58379,0.73981,1.47277,4.5253e-05,4.5253e-05,4.5253e-05
1108,11061.7,1.27796,0.74369,1.19426,0.87686,0.79013,0.82955,0.46922,1.59215,0.74135,1.47837,4.52035e-05,4.52035e-05,4.52035e-05
1109,11069.7,1.25955,0.74062,1.17781,0.87943,0.78996,0.82992,0.46964,1.58971,0.74026,1.47708,4.5154e-05,4.5154e-05,4.5154e-05
1110,11078.1,1.25425,0.73259,1.1833,0.88135,0.78996,0.83036,0.46978,1.5906,0.74039,1.47792,4.51045e-05,4.51045e-05,4.51045e-05
1111,11086.3,1.26545,0.73884,1.18909,0.88448,0.79128,0.83056,0.46849,1.5874,0.7403,1.47557,4.5055e-05,4.5055e-05,4.5055e-05
1112,11097,1.25819,0.7541,1.19114,0.88329,0.7926,0.83034,0.4679,1.59297,0.74155,1.47909,4.50055e-05,4.50055e-05,4.50055e-05
1113,11105.4,1.28827,0.74873,1.20672,0.88515,0.79128,0.83031,0.47017,1.58424,0.73947,1.47335,4.4956e-05,4.4956e-05,4.4956e-05
1114,11113.7,1.28801,0.74525,1.18833,0.88076,0.79392,0.82919,0.46824,1.58794,0.73944,1.4756,4.49065e-05,4.49065e-05,4.49065e-05
1115,11122.2,1.2666,0.74288,1.18929,0.88872,0.79125,0.82876,0.47066,1.57667,0.73712,1.46795,4.4857e-05,4.4857e-05,4.4857e-05
1116,11130.5,1.2528,0.74075,1.19019,0.88195,0.79392,0.82892,0.47211,1.57381,0.73669,1.46611,4.48075e-05,4.48075e-05,4.48075e-05
1117,11147.2,1.23754,0.7152,1.16299,0.88489,0.7926,0.82908,0.47262,1.57566,0.73701,1.46706,4.4758e-05,4.4758e-05,4.4758e-05
1118,11155.6,1.23815,0.71915,1.16894,0.88276,0.7926,0.83074,0.472,1.57773,0.73677,1.46821,4.47085e-05,4.47085e-05,4.47085e-05
1119,11163.7,1.28046,0.74157,1.1815,0.8807,0.7926,0.83086,0.47057,1.58327,0.73772,1.47137,4.4659e-05,4.4659e-05,4.4659e-05
1120,11172.1,1.26775,0.73816,1.18096,0.87726,0.7926,0.83174,0.47061,1.58703,0.73843,1.47346,4.46095e-05,4.46095e-05,4.46095e-05
1121,11180.2,1.28624,0.75435,1.19829,0.87803,0.79392,0.83234,0.46942,1.59353,0.73898,1.47768,4.456e-05,4.456e-05,4.456e-05
1122,11189.7,1.26872,0.74975,1.20047,0.8775,0.79392,0.83279,0.46946,1.59499,0.73894,1.47858,4.45105e-05,4.45105e-05,4.45105e-05
1123,11198.1,1.26763,0.72955,1.17233,0.88025,0.79627,0.83168,0.4672,1.60415,0.73976,1.48477,4.4461e-05,4.4461e-05,4.4461e-05
1124,11206.7,1.24714,0.71974,1.17448,0.88038,0.79524,0.83178,0.46814,1.60162,0.73832,1.48322,4.44115e-05,4.44115e-05,4.44115e-05
1125,11214.8,1.24547,0.72811,1.18344,0.88031,0.79668,0.83187,0.46801,1.59775,0.73776,1.4808,4.4362e-05,4.4362e-05,4.4362e-05
1126,11223.1,1.22313,0.71512,1.16641,0.8792,0.79657,0.83208,0.46673,1.60131,0.73912,1.48332,4.43125e-05,4.43125e-05,4.43125e-05
1127,11231.7,1.23604,0.73448,1.18188,0.879,0.79524,0.83204,0.46644,1.60308,0.74002,1.48444,4.4263e-05,4.4263e-05,4.4263e-05
1128,11240,1.24525,0.73415,1.18383,0.87778,0.79789,0.83291,0.46555,1.60866,0.74153,1.48814,4.42135e-05,4.42135e-05,4.42135e-05
1129,11248,1.27909,0.75058,1.21173,0.87903,0.79789,0.83263,0.46577,1.60583,0.74114,1.48624,4.4164e-05,4.4164e-05,4.4164e-05
1130,11256.2,1.25354,0.73466,1.17754,0.88075,0.79657,0.83247,0.46512,1.61094,0.74161,1.48955,4.41145e-05,4.41145e-05,4.41145e-05
1131,11266.4,1.22961,0.72574,1.16591,0.88072,0.79657,0.83232,0.46469,1.60812,0.74124,1.48755,4.4065e-05,4.4065e-05,4.4065e-05
1132,11275.6,1.25383,0.73558,1.17839,0.88175,0.79657,0.83217,0.46478,1.6051,0.74031,1.48561,4.40155e-05,4.40155e-05,4.40155e-05
1133,11283.5,1.2592,0.72699,1.17505,0.88075,0.79657,0.83225,0.46463,1.60193,0.74003,1.48334,4.3966e-05,4.3966e-05,4.3966e-05
1134,11292.1,1.27095,0.74149,1.18658,0.87974,0.79657,0.83235,0.46701,1.59451,0.73895,1.47818,4.39165e-05,4.39165e-05,4.39165e-05
1135,11300,1.27077,0.73445,1.20541,0.87944,0.79524,0.83234,0.46724,1.59647,0.74008,1.47914,4.3867e-05,4.3867e-05,4.3867e-05
1136,11309,1.27445,0.73728,1.1962,0.88094,0.79524,0.83243,0.46979,1.58374,0.7383,1.47116,4.38175e-05,4.38175e-05,4.38175e-05
1137,11318,1.26232,0.7227,1.19157,0.88164,0.79524,0.83224,0.47091,1.5783,0.73708,1.46793,4.3768e-05,4.3768e-05,4.3768e-05
1138,11326.5,1.27271,0.72768,1.18288,0.87907,0.79706,0.83252,0.47101,1.57572,0.7364,1.46642,4.37185e-05,4.37185e-05,4.37185e-05
1139,11335.6,1.25663,0.72675,1.17474,0.88011,0.79657,0.83218,0.46987,1.57894,0.73701,1.4682,4.3669e-05,4.3669e-05,4.3669e-05
1140,11344.7,1.25079,0.73448,1.18534,0.88286,0.79649,0.83205,0.46995,1.57821,0.73762,1.46761,4.36195e-05,4.36195e-05,4.36195e-05
1141,11354,1.22218,0.71263,1.17126,0.88061,0.79524,0.83186,0.46939,1.5812,0.73803,1.46973,4.357e-05,4.357e-05,4.357e-05
1142,11364,1.25223,0.72826,1.16415,0.87866,0.79524,0.83175,0.47009,1.58125,0.73791,1.47051,4.35205e-05,4.35205e-05,4.35205e-05
1143,11372.3,1.28676,0.73127,1.18253,0.87696,0.79524,0.8316,0.46918,1.58544,0.73886,1.47346,4.3471e-05,4.3471e-05,4.3471e-05
1144,11382,1.22898,0.72894,1.16928,0.8793,0.79657,0.83218,0.46925,1.58252,0.73804,1.47138,4.34215e-05,4.34215e-05,4.34215e-05
1145,11392.1,1.23312,0.72722,1.18219,0.87879,0.79789,0.83226,0.46835,1.58465,0.73779,1.47278,4.3372e-05,4.3372e-05,4.3372e-05
1146,11401.6,1.26803,0.74226,1.2006,0.87824,0.79921,0.83235,0.46785,1.58676,0.73804,1.47424,4.33225e-05,4.33225e-05,4.33225e-05
1147,11411.1,1.23719,0.71939,1.17343,0.87667,0.79818,0.83206,0.46907,1.58313,0.73779,1.472,4.3273e-05,4.3273e-05,4.3273e-05
1148,11419.3,1.24979,0.73855,1.18455,0.87541,0.79825,0.83213,0.46772,1.58853,0.73955,1.47583,4.32235e-05,4.32235e-05,4.32235e-05
1149,11427.9,1.21525,0.71575,1.16459,0.87413,0.79815,0.83206,0.46631,1.59564,0.74105,1.48034,4.3174e-05,4.3174e-05,4.3174e-05
1150,11437.5,1.23941,0.72615,1.17656,0.87418,0.79848,0.83226,0.46657,1.59481,0.74059,1.47978,4.31245e-05,4.31245e-05,4.31245e-05
1151,11446.6,1.26392,0.74401,1.18379,0.87442,0.80026,0.83193,0.46818,1.58477,0.73879,1.47313,4.3075e-05,4.3075e-05,4.3075e-05
1152,11476,1.26577,0.75662,1.19236,0.87391,0.80053,0.832,0.47048,1.57634,0.73654,1.46814,4.30255e-05,4.30255e-05,4.30255e-05
1153,11484.4,1.21719,0.72428,1.17334,0.87675,0.80053,0.83212,0.47294,1.56879,0.73471,1.46347,4.2976e-05,4.2976e-05,4.2976e-05
1154,11492.1,1.25791,0.73055,1.17864,0.87704,0.80053,0.83239,0.47572,1.55467,0.73129,1.45448,4.29265e-05,4.29265e-05,4.29265e-05
1155,11500.4,1.25358,0.73699,1.17655,0.87823,0.80053,0.83247,0.47644,1.55217,0.73047,1.4525,4.2877e-05,4.2877e-05,4.2877e-05
1156,11510.1,1.2565,0.74186,1.20179,0.87951,0.80032,0.83199,0.47663,1.54825,0.7299,1.4492,4.28275e-05,4.28275e-05,4.28275e-05
1157,11518.3,1.24205,0.72998,1.16274,0.87704,0.79921,0.83186,0.47928,1.54421,0.7295,1.44648,4.2778e-05,4.2778e-05,4.2778e-05
1158,11527,1.21232,0.71134,1.15261,0.87583,0.80185,0.8319,0.4788,1.54652,0.72994,1.44821,4.27285e-05,4.27285e-05,4.27285e-05
1159,11535,1.23994,0.72839,1.1695,0.87129,0.80483,0.83158,0.47849,1.55004,0.7308,1.45072,4.2679e-05,4.2679e-05,4.2679e-05
1160,11542.8,1.23686,0.72066,1.18157,0.87131,0.80495,0.83251,0.47838,1.55161,0.7315,1.45189,4.26295e-05,4.26295e-05,4.26295e-05
1161,11550.6,1.23888,0.71118,1.1633,0.87271,0.80607,0.83272,0.47862,1.54921,0.73093,1.45038,4.258e-05,4.258e-05,4.258e-05
1162,11559.7,1.25753,0.72955,1.19024,0.8713,0.80489,0.83211,0.47774,1.55279,0.73145,1.45251,4.25305e-05,4.25305e-05,4.25305e-05
1163,11567.8,1.22578,0.71345,1.17043,0.87009,0.80516,0.83211,0.47695,1.55653,0.73183,1.45465,4.2481e-05,4.2481e-05,4.2481e-05
1164,11575.6,1.27945,0.74787,1.20959,0.87144,0.80589,0.83292,0.47585,1.56184,0.73233,1.45819,4.24315e-05,4.24315e-05,4.24315e-05
1165,11583.5,1.24948,0.73579,1.18312,0.87321,0.80062,0.8329,0.47492,1.56592,0.73334,1.46089,4.2382e-05,4.2382e-05,4.2382e-05
1166,11592.6,1.23956,0.72077,1.17409,0.86988,0.80185,0.83309,0.47345,1.56566,0.73368,1.4607,4.23325e-05,4.23325e-05,4.23325e-05
1167,11600.6,1.25041,0.72588,1.17036,0.87445,0.79789,0.83247,0.47271,1.56915,0.73513,1.46256,4.2283e-05,4.2283e-05,4.2283e-05
1168,11609.4,1.24853,0.72111,1.18779,0.87534,0.79789,0.83229,0.47222,1.5732,0.73632,1.46479,4.22335e-05,4.22335e-05,4.22335e-05
1169,11617.4,1.24219,0.72288,1.18359,0.87487,0.79789,0.83233,0.47299,1.57072,0.73528,1.46342,4.2184e-05,4.2184e-05,4.2184e-05
1170,11626.2,1.25827,0.73108,1.18633,0.87341,0.79789,0.83237,0.47035,1.57845,0.7369,1.46886,4.21345e-05,4.21345e-05,4.21345e-05
1171,11635.7,1.26815,0.73561,1.18898,0.87562,0.79789,0.83303,0.47091,1.57697,0.73757,1.46781,4.2085e-05,4.2085e-05,4.2085e-05
1172,11644.8,1.24227,0.72122,1.16952,0.87745,0.80053,0.83385,0.46806,1.58802,0.74007,1.47446,4.20355e-05,4.20355e-05,4.20355e-05
1173,11661.3,1.2335,0.72313,1.18067,0.87691,0.79921,0.83399,0.46722,1.58912,0.73993,1.47502,4.1986e-05,4.1986e-05,4.1986e-05
1174,11669.3,1.24872,0.73354,1.18422,0.87574,0.79921,0.83257,0.46743,1.58867,0.73954,1.4746,4.19365e-05,4.19365e-05,4.19365e-05
1175,11677.5,1.25252,0.72636,1.17153,0.8732,0.80053,0.83244,0.46681,1.5897,0.73916,1.47497,4.1887e-05,4.1887e-05,4.1887e-05
1176,11685.8,1.22435,0.71741,1.1567,0.87392,0.79921,0.83366,0.46847,1.58777,0.73824,1.47356,4.18375e-05,4.18375e-05,4.18375e-05
1177,11693.7,1.21556,0.71262,1.16274,0.87363,0.80364,0.83383,0.47073,1.58183,0.73771,1.46944,4.1788e-05,4.1788e-05,4.1788e-05
1178,11706.4,1.25288,0.74012,1.17669,0.87456,0.80126,0.83286,0.47177,1.5771,0.73692,1.46611,4.17385e-05,4.17385e-05,4.17385e-05
1179,11714.6,1.21333,0.70831,1.16933,0.86975,0.80268,0.83414,0.47234,1.57618,0.73625,1.46558,4.1689e-05,4.1689e-05,4.1689e-05
1180,11722.8,1.24627,0.72703,1.16912,0.8697,0.80185,0.83328,0.4715,1.57945,0.73712,1.46773,4.16395e-05,4.16395e-05,4.16395e-05
1181,11731,1.23808,0.71976,1.17117,0.87122,0.80429,0.83417,0.47214,1.57579,0.73639,1.46549,4.159e-05,4.159e-05,4.159e-05
1182,11740.2,1.24749,0.71788,1.18186,0.87216,0.80581,0.83437,0.47264,1.57329,0.73532,1.46394,4.15405e-05,4.15405e-05,4.15405e-05
1183,11750.7,1.2603,0.73737,1.18841,0.87037,0.80317,0.83343,0.47429,1.56694,0.73365,1.4597,4.1491e-05,4.1491e-05,4.1491e-05
1184,11759.4,1.22872,0.71672,1.16397,0.87357,0.80317,0.83375,0.47712,1.55948,0.73092,1.45486,4.14415e-05,4.14415e-05,4.14415e-05
1185,11767.1,1.22608,0.71374,1.16818,0.87309,0.80317,0.83401,0.47863,1.55311,0.72909,1.451,4.1392e-05,4.1392e-05,4.1392e-05
1186,11775.3,1.23381,0.72178,1.17404,0.87333,0.80449,0.83408,0.47835,1.55214,0.72892,1.45022,4.13425e-05,4.13425e-05,4.13425e-05
1187,11783.3,1.25226,0.73577,1.17077,0.87241,0.80449,0.83463,0.47903,1.55051,0.72948,1.44898,4.1293e-05,4.1293e-05,4.1293e-05
1188,11801.5,1.25049,0.7409,1.17663,0.87008,0.80449,0.83432,0.47878,1.55177,0.7301,1.44989,4.12435e-05,4.12435e-05,4.12435e-05
1189,11809.6,1.25139,0.73098,1.18268,0.87056,0.79959,0.83444,0.47974,1.54875,0.73038,1.44817,4.1194e-05,4.1194e-05,4.1194e-05
1190,11818.6,1.22458,0.70865,1.15956,0.86926,0.79928,0.83433,0.47848,1.55437,0.7311,1.45213,4.11445e-05,4.11445e-05,4.11445e-05
1191,11826.4,1.27368,0.7407,1.18545,0.86949,0.79789,0.83443,0.47831,1.55626,0.73118,1.45359,4.1095e-05,4.1095e-05,4.1095e-05
1192,11836.1,1.26146,0.73009,1.18766,0.86947,0.79657,0.83446,0.47692,1.56436,0.73209,1.45881,4.10455e-05,4.10455e-05,4.10455e-05
1193,11855.4,1.25171,0.72948,1.18227,0.87087,0.80179,0.83471,0.47572,1.56739,0.73278,1.46047,4.0996e-05,4.0996e-05,4.0996e-05
1194,11863.7,1.22468,0.72167,1.17683,0.86974,0.80053,0.8348,0.47583,1.56748,0.7324,1.46041,4.09465e-05,4.09465e-05,4.09465e-05
1195,11871.6,1.23682,0.72023,1.177,0.86913,0.80053,0.83482,0.47628,1.56479,0.73161,1.45844,4.0897e-05,4.0897e-05,4.0897e-05
1196,11880.3,1.23578,0.7268,1.17326,0.86875,0.80053,0.83492,0.47684,1.5626,0.7308,1.45656,4.08475e-05,4.08475e-05,4.08475e-05
1197,11888,1.2224,0.72035,1.16299,0.8836,0.79219,0.83461,0.47735,1.56405,0.73078,1.45722,4.0798e-05,4.0798e-05,4.0798e-05
1198,11896.3,1.24246,0.71761,1.18401,0.88621,0.79128,0.83454,0.47603,1.5686,0.73135,1.45999,4.07485e-05,4.07485e-05,4.07485e-05
1199,11904.3,1.21901,0.72335,1.17299,0.88419,0.79128,0.83454,0.47626,1.56708,0.73124,1.45888,4.0699e-05,4.0699e-05,4.0699e-05
1200,11912.2,1.20805,0.70448,1.16379,0.88533,0.7926,0.8346,0.47828,1.56242,0.73038,1.45589,4.06495e-05,4.06495e-05,4.06495e-05
1201,11920.6,1.22731,0.70295,1.16176,0.88131,0.79451,0.8347,0.47678,1.56323,0.73022,1.45631,4.06e-05,4.06e-05,4.06e-05
1202,11929.4,1.20748,0.70392,1.16317,0.88252,0.7939,0.83465,0.47688,1.56397,0.73067,1.45708,4.05505e-05,4.05505e-05,4.05505e-05
1203,11937.9,1.23493,0.72573,1.16219,0.88012,0.79527,0.83471,0.4769,1.5623,0.73043,1.4564,4.0501e-05,4.0501e-05,4.0501e-05
1204,11946.2,1.24479,0.71825,1.16802,0.88269,0.79522,0.83414,0.47841,1.55835,0.72986,1.45399,4.04515e-05,4.04515e-05,4.04515e-05
1205,11954.7,1.24915,0.72601,1.17303,0.88077,0.79657,0.83479,0.47906,1.55745,0.7297,1.45356,4.0402e-05,4.0402e-05,4.0402e-05
1206,11963.3,1.24031,0.72756,1.17595,0.88104,0.79657,0.83504,0.47997,1.55639,0.72923,1.45315,4.03525e-05,4.03525e-05,4.03525e-05
1207,11972.9,1.28698,0.73465,1.20852,0.8818,0.79392,0.83516,0.47959,1.55629,0.72938,1.45318,4.0303e-05,4.0303e-05,4.0303e-05
1208,11981.5,1.25383,0.7346,1.17911,0.88111,0.79392,0.83529,0.47965,1.55715,0.72955,1.45381,4.02535e-05,4.02535e-05,4.02535e-05
1209,11991.1,1.23151,0.72298,1.16706,0.87998,0.7942,0.83521,0.47937,1.55663,0.72948,1.45356,4.0204e-05,4.0204e-05,4.0204e-05
1210,12001.7,1.23584,0.71852,1.16053,0.88087,0.79524,0.83523,0.47877,1.55583,0.73003,1.45285,4.01545e-05,4.01545e-05,4.01545e-05
1211,12010.5,1.24079,0.72497,1.18442,0.87842,0.79524,0.83526,0.47835,1.55744,0.73033,1.45369,4.0105e-05,4.0105e-05,4.0105e-05
1212,12019.8,1.24168,0.72973,1.17741,0.87647,0.79665,0.83512,0.4785,1.56052,0.73118,1.45568,4.00555e-05,4.00555e-05,4.00555e-05
1213,12033.7,1.25292,0.73169,1.1809,0.87629,0.79538,0.83513,0.4805,1.5555,0.7304,1.45247,4.0006e-05,4.0006e-05,4.0006e-05
1214,12043.4,1.23653,0.71527,1.16553,0.8763,0.79546,0.83513,0.4807,1.552,0.73004,1.45008,3.99565e-05,3.99565e-05,3.99565e-05
1215,12052.3,1.24689,0.72415,1.17551,0.87944,0.79524,0.83516,0.48066,1.55423,0.73023,1.45163,3.9907e-05,3.9907e-05,3.9907e-05
1216,12060.4,1.25781,0.73555,1.19021,0.87958,0.79392,0.83496,0.48087,1.5508,0.7293,1.44937,3.98575e-05,3.98575e-05,3.98575e-05
1217,12069.2,1.24548,0.72902,1.1645,0.87426,0.79911,0.83501,0.4811,1.55179,0.72903,1.44984,3.9808e-05,3.9808e-05,3.9808e-05
1218,12087.1,1.24391,0.71906,1.16286,0.87329,0.79789,0.83503,0.47874,1.56028,0.7302,1.45493,3.97585e-05,3.97585e-05,3.97585e-05
1219,12094.7,1.24412,0.71746,1.17026,0.87617,0.79789,0.83481,0.47945,1.55665,0.72941,1.45239,3.9709e-05,3.9709e-05,3.9709e-05
1220,12103.1,1.24513,0.72255,1.18266,0.87653,0.7971,0.83452,0.47987,1.55646,0.72931,1.45221,3.96595e-05,3.96595e-05,3.96595e-05
1221,12111.7,1.22595,0.71306,1.16525,0.88394,0.79392,0.83447,0.48106,1.55194,0.7286,1.44921,3.961e-05,3.961e-05,3.961e-05
1222,12126.2,1.21799,0.7215,1.15916,0.8809,0.79392,0.83445,0.4806,1.55192,0.72861,1.44895,3.95605e-05,3.95605e-05,3.95605e-05
1223,12134.4,1.25147,0.73349,1.17179,0.87993,0.79392,0.83443,0.48151,1.54868,0.72807,1.44694,3.9511e-05,3.9511e-05,3.9511e-05
1224,12143.2,1.23025,0.72109,1.15595,0.88115,0.79392,0.83461,0.48201,1.54711,0.72774,1.4459,3.94615e-05,3.94615e-05,3.94615e-05
1225,12166.3,1.26488,0.73261,1.17156,0.88027,0.79392,0.83472,0.48188,1.54556,0.72747,1.44506,3.9412e-05,3.9412e-05,3.9412e-05
1226,12174.6,1.24059,0.71636,1.16258,0.88161,0.79392,0.83495,0.48199,1.54689,0.727,1.44602,3.93625e-05,3.93625e-05,3.93625e-05
1227,12183.3,1.26102,0.73793,1.18837,0.88253,0.79397,0.83486,0.48363,1.54217,0.72635,1.44309,3.9313e-05,3.9313e-05,3.9313e-05
1228,12192.4,1.23441,0.71388,1.15264,0.884,0.79527,0.83478,0.48363,1.5403,0.7263,1.44183,3.92635e-05,3.92635e-05,3.92635e-05
1229,12200.5,1.21196,0.71702,1.16072,0.88393,0.79477,0.83486,0.4823,1.54443,0.7268,1.44424,3.9214e-05,3.9214e-05,3.9214e-05
1230,12211.4,1.21352,0.71333,1.16199,0.88392,0.79471,0.83451,0.48035,1.54957,0.72764,1.44738,3.91645e-05,3.91645e-05,3.91645e-05
1231,12219.6,1.22412,0.71838,1.17218,0.88257,0.79428,0.83483,0.48013,1.54989,0.72724,1.44753,3.9115e-05,3.9115e-05,3.9115e-05
1232,12229.3,1.21556,0.72063,1.17116,0.87997,0.79392,0.8348,0.48121,1.54676,0.72687,1.4455,3.90655e-05,3.90655e-05,3.90655e-05
1233,12237.2,1.24616,0.71792,1.16421,0.8788,0.79501,0.83494,0.48123,1.54425,0.72616,1.44393,3.9016e-05,3.9016e-05,3.9016e-05
1234,12246.7,1.21193,0.71474,1.16411,0.87894,0.79605,0.83504,0.48134,1.5453,0.72626,1.4447,3.89665e-05,3.89665e-05,3.89665e-05
1235,12255,1.2245,0.71184,1.15389,0.87871,0.79657,0.8351,0.48108,1.54782,0.72689,1.44647,3.8917e-05,3.8917e-05,3.8917e-05
1236,12263,1.22533,0.71168,1.1761,0.87779,0.79704,0.83549,0.48196,1.5459,0.72694,1.44512,3.88675e-05,3.88675e-05,3.88675e-05
1237,12270.9,1.23422,0.72666,1.16844,0.87925,0.79657,0.83566,0.48159,1.54964,0.72784,1.44764,3.8818e-05,3.8818e-05,3.8818e-05
1238,12278.9,1.27267,0.73981,1.18242,0.88169,0.79743,0.83584,0.48193,1.54476,0.72669,1.44439,3.87685e-05,3.87685e-05,3.87685e-05
1239,12286.8,1.18703,0.7071,1.16576,0.88202,0.79657,0.83584,0.48314,1.54035,0.72541,1.44136,3.8719e-05,3.8719e-05,3.8719e-05
1240,12295.1,1.22138,0.7101,1.16818,0.88175,0.79789,0.83592,0.4833,1.53813,0.72475,1.43986,3.86695e-05,3.86695e-05,3.86695e-05
1241,12303.5,1.19713,0.70443,1.15822,0.88149,0.79657,0.83587,0.48454,1.53491,0.7239,1.43785,3.862e-05,3.862e-05,3.862e-05
1242,12313.8,1.24069,0.72091,1.16149,0.88032,0.79675,0.83583,0.48586,1.53126,0.72337,1.43575,3.85705e-05,3.85705e-05,3.85705e-05
