epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
479,5248.58,1.54122,0.8765,1.33497,0.80196,0.76618,0.779,0.38863,1.81977,0.8997,1.6463,7.6339e-05,7.6339e-05,7.6339e-05
480,5257.91,1.51868,0.88292,1.33572,0.82854,0.74505,0.77363,0.38906,1.80844,0.90135,1.63961,7.62895e-05,7.62895e-05,7.62895e-05
481,5267.36,1.54723,0.90553,1.36656,0.81727,0.75625,0.77679,0.39834,1.75244,0.8886,1.608,7.624e-05,7.624e-05,7.624e-05
482,5278.72,1.57504,0.90699,1.35589,0.81077,0.76408,0.7752,0.38522,1.81479,0.89687,1.64362,7.61905e-05,7.61905e-05,7.61905e-05
483,5287.79,1.56326,0.90445,1.35978,0.81491,0.76486,0.77464,0.39074,1.75703,0.88823,1.60367,7.6141e-05,7.6141e-05,7.6141e-05
484,5297.39,1.52305,0.87581,1.33177,0.8013,0.76713,0.77382,0.38481,1.80771,0.89116,1.63496,7.60915e-05,7.60915e-05,7.60915e-05
485,5306.4,1.5373,0.88905,1.34511,0.80882,0.77279,0.77366,0.39712,1.76431,0.88659,1.60946,7.6042e-05,7.6042e-05,7.6042e-05
486,5314.89,1.53408,0.87818,1.32644,0.80366,0.77147,0.7717,0.38984,1.80599,0.89825,1.63459,7.59925e-05,7.59925e-05,7.59925e-05
487,5322.61,1.53159,0.89269,1.33596,0.80814,0.76882,0.77232,0.39677,1.76024,0.88028,1.60612,7.5943e-05,7.5943e-05,7.5943e-05
488,5330.59,1.56247,0.87891,1.34411,0.80513,0.76882,0.77509,0.39297,1.77945,0.87814,1.61717,7.58935e-05,7.58935e-05,7.58935e-05
489,5341.84,1.53748,0.8767,1.33892,0.80753,0.77279,0.77404,0.38252,1.83429,0.88844,1.64708,7.5844e-05,7.5844e-05,7.5844e-05
490,5352.29,1.53094,0.87868,1.33546,0.8061,0.76882,0.77995,0.40781,1.7042,0.87314,1.56831,7.57945e-05,7.57945e-05,7.57945e-05
491,5361.35,1.56322,0.89223,1.35534,0.8066,0.77543,0.77767,0.39916,1.7506,0.88015,1.59578,7.5745e-05,7.5745e-05,7.5745e-05
492,5372.55,1.52023,0.88208,1.31903,0.81112,0.77543,0.77906,0.39665,1.75337,0.88974,1.59752,7.56955e-05,7.56955e-05,7.56955e-05
493,5382.36,1.54887,0.91174,1.34807,0.81386,0.77973,0.78209,0.40906,1.71469,0.87796,1.57521,7.5646e-05,7.5646e-05,7.5646e-05
494,5391.26,1.54713,0.88987,1.3428,0.81051,0.77147,0.78057,0.41211,1.68771,0.87179,1.55981,7.55965e-05,7.55965e-05,7.55965e-05
495,5400.04,1.53433,0.87788,1.32572,0.81401,0.77473,0.77954,0.38885,1.80945,0.8833,1.63368,7.5547e-05,7.5547e-05,7.5547e-05
496,5408.12,1.54759,0.89069,1.35174,0.81488,0.77675,0.78027,0.41454,1.67808,0.86052,1.55945,7.54975e-05,7.54975e-05,7.54975e-05
497,5415.62,1.52266,0.87878,1.31844,0.81244,0.77807,0.77876,0.40524,1.73304,0.86313,1.59689,7.5448e-05,7.5448e-05,7.5448e-05
498,5423.51,1.52533,0.8813,1.33484,0.81974,0.77279,0.78156,0.41381,1.67132,0.84733,1.5568,7.53985e-05,7.53985e-05,7.53985e-05
499,5431.03,1.49822,0.863,1.33803,0.82336,0.76486,0.77811,0.39176,1.78153,0.87387,1.61833,7.5349e-05,7.5349e-05,7.5349e-05
500,5438.77,1.5475,0.88348,1.33573,0.82162,0.7609,0.77737,0.40536,1.72457,0.87618,1.58182,7.52995e-05,7.52995e-05,7.52995e-05
501,5446.6,1.51949,0.88945,1.32396,0.81334,0.77129,0.7774,0.39963,1.74029,0.8888,1.59179,7.525e-05,7.525e-05,7.525e-05
502,5457.44,1.56003,0.89096,1.34652,0.81295,0.76882,0.77518,0.40515,1.70061,0.88509,1.56905,7.52005e-05,7.52005e-05,7.52005e-05
503,5469.09,1.51814,0.87705,1.32717,0.81416,0.77015,0.77275,0.40356,1.71487,0.87673,1.5782,7.5151e-05,7.5151e-05,7.5151e-05
504,5478.42,1.53069,0.87726,1.32984,0.81871,0.76958,0.77619,0.40646,1.69666,0.85963,1.57151,7.51015e-05,7.51015e-05,7.51015e-05
505,5487.74,1.52415,0.88833,1.32502,0.8254,0.76189,0.77481,0.38979,1.78973,0.87226,1.62209,7.5052e-05,7.5052e-05,7.5052e-05
506,5496.98,1.52083,0.88305,1.33357,0.82556,0.769,0.77692,0.39239,1.7936,0.88024,1.62029,7.50025e-05,7.50025e-05,7.50025e-05
507,5506.05,1.51012,0.86156,1.3234,0.82062,0.76751,0.7813,0.39928,1.76334,0.8645,1.6061,7.4953e-05,7.4953e-05,7.4953e-05
508,5515,1.51061,0.86437,1.3124,0.8216,0.77015,0.7832,0.38373,1.84508,0.88114,1.65756,7.49035e-05,7.49035e-05,7.49035e-05
509,5523.17,1.50586,0.86674,1.3131,0.82259,0.76486,0.78146,0.37337,1.8892,0.8954,1.68401,7.4854e-05,7.4854e-05,7.4854e-05
510,5531.23,1.54933,0.88032,1.34006,0.82357,0.76618,0.77915,0.36732,1.91895,0.90452,1.70113,7.48045e-05,7.48045e-05,7.48045e-05
511,5539.41,1.56699,0.89841,1.36225,0.82586,0.77059,0.78232,0.40208,1.74609,0.87565,1.60061,7.4755e-05,7.4755e-05,7.4755e-05
512,5555.59,1.49153,0.86978,1.31444,0.82744,0.7728,0.7817,0.39879,1.7639,0.88054,1.6165,7.47055e-05,7.47055e-05,7.47055e-05
513,5563.63,1.5216,0.87677,1.32384,0.81746,0.77147,0.77981,0.40962,1.71668,0.87716,1.58241,7.4656e-05,7.4656e-05,7.4656e-05
514,5583.24,1.5448,0.89961,1.33161,0.826,0.77279,0.77905,0.38905,1.80054,0.8797,1.63419,7.46065e-05,7.46065e-05,7.46065e-05
515,5592.62,1.54139,0.87403,1.35746,0.83165,0.77543,0.78028,0.40791,1.69981,0.85274,1.5713,7.4557e-05,7.4557e-05,7.4557e-05
516,5601.44,1.51261,0.87824,1.32538,0.83221,0.76882,0.77963,0.38576,1.81972,0.87485,1.64128,7.45075e-05,7.45075e-05,7.45075e-05
517,5611.69,1.51209,0.88555,1.32601,0.83188,0.7609,0.7819,0.39198,1.81847,0.87434,1.63618,7.4458e-05,7.4458e-05,7.4458e-05
518,5621.24,1.53774,0.88899,1.34495,0.81703,0.77411,0.78455,0.40587,1.74334,0.85615,1.59803,7.44085e-05,7.44085e-05,7.44085e-05
519,5629.17,1.52978,0.89553,1.35179,0.81757,0.76964,0.78188,0.42039,1.66461,0.8441,1.55221,7.4359e-05,7.4359e-05,7.4359e-05
520,5638.66,1.52458,0.87205,1.32339,0.82358,0.77701,0.78753,0.40769,1.73968,0.85484,1.59473,7.43095e-05,7.43095e-05,7.43095e-05
521,5646.71,1.54923,0.8701,1.33247,0.82139,0.77807,0.78514,0.42204,1.66709,0.84464,1.54856,7.426e-05,7.426e-05,7.426e-05
522,5656.18,1.50156,0.87187,1.31006,0.82927,0.76999,0.78934,0.42809,1.63414,0.83776,1.53465,7.42105e-05,7.42105e-05,7.42105e-05
523,5664.77,1.49904,0.85213,1.31268,0.83031,0.77567,0.79077,0.43058,1.62687,0.83522,1.5295,7.4161e-05,7.4161e-05,7.4161e-05
524,5673.99,1.5299,0.89759,1.3456,0.83262,0.77015,0.78357,0.40862,1.72486,0.85163,1.57975,7.41115e-05,7.41115e-05,7.41115e-05
525,5681.48,1.5104,0.8736,1.31302,0.83626,0.76912,0.78129,0.41926,1.65425,0.83995,1.53536,7.4062e-05,7.4062e-05,7.4062e-05
526,5689.37,1.52729,0.88728,1.32141,0.83707,0.77368,0.78609,0.41519,1.67854,0.84244,1.55047,7.40125e-05,7.40125e-05,7.40125e-05
527,5705.39,1.51626,0.87416,1.33892,0.83066,0.77015,0.78682,0.41877,1.65971,0.84217,1.54038,7.3963e-05,7.3963e-05,7.3963e-05
528,5714.95,1.49303,0.86811,1.30241,0.82664,0.78109,0.7863,0.39866,1.76667,0.86236,1.6055,7.39135e-05,7.39135e-05,7.39135e-05
529,5724.48,1.48717,0.85767,1.30762,0.82147,0.77675,0.78701,0.40805,1.72869,0.85625,1.58026,7.3864e-05,7.3864e-05,7.3864e-05
530,5734.3,1.51419,0.86642,1.32411,0.82177,0.76741,0.78524,0.37604,1.8965,0.88252,1.68863,7.38145e-05,7.38145e-05,7.38145e-05
531,5743.55,1.53149,0.87025,1.32384,0.826,0.77939,0.79029,0.40663,1.73359,0.85592,1.58539,7.3765e-05,7.3765e-05,7.3765e-05
532,5752.43,1.5,0.86007,1.32224,0.8325,0.77475,0.78903,0.39897,1.77813,0.86488,1.61532,7.37155e-05,7.37155e-05,7.37155e-05
533,5762.18,1.50284,0.85933,1.30605,0.83412,0.77015,0.78545,0.40833,1.72286,0.85433,1.58063,7.3666e-05,7.3666e-05,7.3666e-05
534,5770.04,1.54171,0.87356,1.34189,0.83284,0.77002,0.78834,0.40681,1.73425,0.85092,1.58441,7.36165e-05,7.36165e-05,7.36165e-05
535,5777.52,1.53239,0.86631,1.32195,0.83319,0.76618,0.78625,0.38819,1.82824,0.86356,1.64093,7.3567e-05,7.3567e-05,7.3567e-05
536,5785.04,1.48855,0.86118,1.31947,0.83347,0.76882,0.78701,0.39486,1.80539,0.86476,1.62759,7.35175e-05,7.35175e-05,7.35175e-05
537,5792.55,1.48335,0.86235,1.31532,0.82108,0.79128,0.79195,0.4161,1.69833,0.85816,1.56536,7.3468e-05,7.3468e-05,7.3468e-05
538,5800.33,1.49467,0.87535,1.31001,0.81662,0.77939,0.78937,0.41073,1.73831,0.86649,1.59141,7.34185e-05,7.34185e-05,7.34185e-05
539,5808.84,1.50307,0.85698,1.30289,0.82171,0.77932,0.78871,0.3871,1.84809,0.88028,1.65706,7.3369e-05,7.3369e-05,7.3369e-05
540,5817.54,1.52472,0.86015,1.3206,0.83047,0.76618,0.78639,0.38943,1.83163,0.87431,1.64341,7.33195e-05,7.33195e-05,7.33195e-05
541,5829.38,1.52033,0.85225,1.31813,0.82695,0.77017,0.78753,0.4023,1.77528,0.8665,1.61471,7.327e-05,7.327e-05,7.327e-05
542,5839.76,1.46965,0.84024,1.3069,0.82072,0.77279,0.79039,0.40364,1.76236,0.87622,1.60791,7.32205e-05,7.32205e-05,7.32205e-05
543,5849.33,1.48751,0.85057,1.30514,0.82005,0.77657,0.78765,0.40594,1.7435,0.87496,1.59474,7.3171e-05,7.3171e-05,7.3171e-05
544,5859.27,1.50539,0.86941,1.31504,0.81794,0.7834,0.78612,0.39765,1.76972,0.87629,1.61092,7.31215e-05,7.31215e-05,7.31215e-05
545,5870.28,1.49177,0.83919,1.31713,0.83483,0.77015,0.78966,0.41031,1.6944,0.85619,1.56981,7.3072e-05,7.3072e-05,7.3072e-05
546,5878.19,1.50467,0.88276,1.32301,0.8334,0.77318,0.79392,0.43162,1.60489,0.8328,1.51852,7.30225e-05,7.30225e-05,7.30225e-05
547,5887.78,1.50273,0.88237,1.31185,0.83476,0.76747,0.79198,0.42014,1.67617,0.84528,1.55891,7.2973e-05,7.2973e-05,7.2973e-05
548,5895.65,1.48702,0.86209,1.31964,0.82959,0.7653,0.79199,0.41864,1.69474,0.84759,1.56604,7.29235e-05,7.29235e-05,7.29235e-05
549,5903.44,1.48448,0.85836,1.31399,0.82752,0.77015,0.79311,0.41652,1.70162,0.84628,1.56747,7.2874e-05,7.2874e-05,7.2874e-05
550,5911.3,1.52315,0.88242,1.34295,0.82977,0.77015,0.79129,0.40489,1.74926,0.85029,1.59399,7.28245e-05,7.28245e-05,7.28245e-05
551,5919.96,1.49221,0.84527,1.32362,0.82555,0.76265,0.78689,0.37945,1.87892,0.8696,1.68072,7.2775e-05,7.2775e-05,7.2775e-05
552,5928.66,1.49012,0.86408,1.30059,0.83206,0.76222,0.78655,0.402,1.77787,0.84595,1.61636,7.27255e-05,7.27255e-05,7.27255e-05
553,5937.37,1.50336,0.86504,1.32847,0.83423,0.76451,0.78615,0.3965,1.79083,0.85195,1.62043,7.2676e-05,7.2676e-05,7.2676e-05
554,5949.51,1.50116,0.8507,1.31624,0.83933,0.76354,0.7876,0.4047,1.7667,0.84727,1.6056,7.26265e-05,7.26265e-05,7.26265e-05
555,5959.54,1.47205,0.84504,1.29248,0.84783,0.7675,0.79136,0.43258,1.6323,0.82887,1.52824,7.2577e-05,7.2577e-05,7.2577e-05
556,5972.99,1.50306,0.86012,1.31003,0.84179,0.77411,0.7936,0.42601,1.66021,0.83495,1.54371,7.25275e-05,7.25275e-05,7.25275e-05
557,5989.64,1.51149,0.86782,1.30814,0.83032,0.77279,0.78755,0.41113,1.73051,0.84161,1.58285,7.2478e-05,7.2478e-05,7.2478e-05
558,5997.48,1.50017,0.87227,1.32657,0.83595,0.76741,0.79017,0.42236,1.66893,0.83245,1.54423,7.24285e-05,7.24285e-05,7.24285e-05
559,6006.93,1.4949,0.8667,1.29965,0.84686,0.76703,0.79538,0.4275,1.64584,0.82902,1.53021,7.2379e-05,7.2379e-05,7.2379e-05
560,6014.76,1.50379,0.87519,1.31746,0.83462,0.77147,0.79503,0.41945,1.70265,0.83496,1.56532,7.23295e-05,7.23295e-05,7.23295e-05
561,6022.46,1.4903,0.85732,1.30739,0.8404,0.77411,0.7939,0.41624,1.71039,0.83696,1.56993,7.228e-05,7.228e-05,7.228e-05
562,6031.72,1.4945,0.85066,1.30874,0.83291,0.76386,0.79117,0.41311,1.71416,0.83715,1.57204,7.22305e-05,7.22305e-05,7.22305e-05
563,6040.03,1.47041,0.85697,1.29592,0.83471,0.76716,0.79273,0.41873,1.69316,0.83322,1.5564,7.2181e-05,7.2181e-05,7.2181e-05
564,6047.74,1.49753,0.8653,1.32594,0.83553,0.76354,0.79392,0.4228,1.66414,0.83152,1.5352,7.21315e-05,7.21315e-05,7.21315e-05
565,6056.06,1.50714,0.85468,1.31194,0.83195,0.76514,0.78884,0.40684,1.76577,0.85323,1.59762,7.2082e-05,7.2082e-05,7.2082e-05
566,6068.06,1.51993,0.90122,1.34532,0.83159,0.77621,0.79294,0.41836,1.70351,0.84741,1.55926,7.20325e-05,7.20325e-05,7.20325e-05
567,6077.95,1.51025,0.87458,1.31232,0.8302,0.76861,0.78642,0.38915,1.84531,0.87591,1.65225,7.1983e-05,7.1983e-05,7.1983e-05
568,6087.36,1.46715,0.85612,1.29122,0.82571,0.76976,0.78637,0.39527,1.82189,0.86887,1.63391,7.19335e-05,7.19335e-05,7.19335e-05
569,6096.89,1.48082,0.86537,1.30984,0.82599,0.7675,0.78466,0.39393,1.82073,0.862,1.63369,7.1884e-05,7.1884e-05,7.1884e-05
570,6106.07,1.48591,0.84644,1.29571,0.83497,0.7686,0.78934,0.40811,1.74551,0.84633,1.58708,7.18345e-05,7.18345e-05,7.18345e-05
571,6114.16,1.45689,0.84351,1.29496,0.84614,0.76618,0.7895,0.40974,1.72856,0.84327,1.57792,7.1785e-05,7.1785e-05,7.1785e-05
572,6123.4,1.50245,0.87951,1.32519,0.83827,0.76687,0.78805,0.4172,1.68607,0.83739,1.55557,7.17355e-05,7.17355e-05,7.17355e-05
573,6133.03,1.47868,0.84584,1.29111,0.83638,0.76882,0.78997,0.4216,1.67554,0.8292,1.55421,7.1686e-05,7.1686e-05,7.1686e-05
574,6140.69,1.46758,0.87539,1.31124,0.83232,0.77373,0.79089,0.42134,1.68235,0.83324,1.56003,7.16365e-05,7.16365e-05,7.16365e-05
575,6148.55,1.47427,0.871,1.30195,0.8298,0.77279,0.79002,0.41093,1.73399,0.8449,1.59218,7.1587e-05,7.1587e-05,7.1587e-05
576,6156.32,1.49478,0.85734,1.30033,0.83838,0.77015,0.78644,0.40112,1.7864,0.85386,1.62325,7.15375e-05,7.15375e-05,7.15375e-05
577,6164.44,1.51227,0.89245,1.33166,0.83656,0.77079,0.78552,0.39944,1.78502,0.85195,1.62217,7.1488e-05,7.1488e-05,7.1488e-05
578,6172.51,1.47082,0.85999,1.3032,0.83248,0.77675,0.79367,0.41412,1.72854,0.83816,1.58256,7.14385e-05,7.14385e-05,7.14385e-05
579,6184.99,1.45303,0.84217,1.28456,0.83023,0.76878,0.79097,0.40784,1.76051,0.84762,1.60112,7.1389e-05,7.1389e-05,7.1389e-05
580,6195.86,1.47196,0.85712,1.31992,0.82703,0.77939,0.79247,0.41947,1.70483,0.83766,1.56939,7.13395e-05,7.13395e-05,7.13395e-05
581,6205.64,1.48253,0.84501,1.30542,0.82676,0.77675,0.7883,0.41842,1.69209,0.8375,1.56545,7.129e-05,7.129e-05,7.129e-05
582,6216.24,1.48049,0.84292,1.29654,0.8238,0.77411,0.78685,0.41998,1.68789,0.83736,1.56219,7.12405e-05,7.12405e-05,7.12405e-05
583,6225.66,1.50895,0.85886,1.31677,0.82079,0.77442,0.78466,0.4016,1.77326,0.8496,1.6136,7.1191e-05,7.1191e-05,7.1191e-05
584,6234.25,1.48393,0.85882,1.31499,0.82104,0.77411,0.78695,0.40264,1.77936,0.8472,1.61516,7.11415e-05,7.11415e-05,7.11415e-05
585,6242.77,1.49696,0.85341,1.30043,0.82106,0.77411,0.78666,0.39037,1.84862,0.86217,1.66191,7.1092e-05,7.1092e-05,7.1092e-05
586,6252.39,1.46495,0.84841,1.28139,0.82111,0.77411,0.78725,0.39335,1.83333,0.85505,1.64895,7.10425e-05,7.10425e-05,7.10425e-05
587,6260.28,1.45826,0.83562,1.28534,0.82793,0.77015,0.78612,0.38299,1.88804,0.86595,1.68718,7.0993e-05,7.0993e-05,7.0993e-05
588,6268.13,1.47097,0.84306,1.30983,0.83612,0.76882,0.78596,0.40465,1.76569,0.84107,1.60432,7.09435e-05,7.09435e-05,7.09435e-05
589,6275.97,1.48968,0.86467,1.31504,0.82804,0.77411,0.78842,0.41111,1.73675,0.83695,1.58569,7.0894e-05,7.0894e-05,7.0894e-05
590,6284.15,1.47584,0.85517,1.30499,0.82673,0.78154,0.79351,0.42817,1.65751,0.82102,1.536,7.08445e-05,7.08445e-05,7.08445e-05
591,6292.56,1.47417,0.84541,1.29583,0.81838,0.77979,0.78787,0.40303,1.78479,0.84453,1.61137,7.0795e-05,7.0795e-05,7.0795e-05
592,6304.83,1.47183,0.85891,1.30932,0.8259,0.77077,0.78394,0.3922,1.82733,0.85347,1.63856,7.07455e-05,7.07455e-05,7.07455e-05
593,6316.41,1.46552,0.83726,1.29064,0.82521,0.77543,0.78768,0.38887,1.8446,0.85639,1.65693,7.0696e-05,7.0696e-05,7.0696e-05
594,6326.11,1.4362,0.82203,1.27682,0.83172,0.77041,0.78498,0.38309,1.89042,0.86742,1.6928,7.06465e-05,7.06465e-05,7.06465e-05
595,6335.39,1.45626,0.84947,1.29666,0.83595,0.78083,0.79324,0.41496,1.72834,0.83447,1.58153,7.0597e-05,7.0597e-05,7.0597e-05
596,6344.65,1.46405,0.8573,1.30645,0.8295,0.78406,0.79441,0.41343,1.73276,0.83708,1.58091,7.05475e-05,7.05475e-05,7.05475e-05
597,6354.55,1.47547,0.86137,1.3127,0.82737,0.78508,0.79479,0.41197,1.73227,0.84167,1.57558,7.0498e-05,7.0498e-05,7.0498e-05
598,6362.19,1.45714,0.85389,1.29396,0.82716,0.78468,0.7937,0.42189,1.67962,0.8345,1.54282,7.04485e-05,7.04485e-05,7.04485e-05
599,6371.26,1.455,0.86019,1.29936,0.82583,0.77015,0.79336,0.41308,1.71278,0.84462,1.56219,7.0399e-05,7.0399e-05,7.0399e-05
600,6379.47,1.48626,0.8656,1.30393,0.82907,0.76885,0.79156,0.42032,1.67879,0.83613,1.53961,7.03495e-05,7.03495e-05,7.03495e-05
601,6387.32,1.44645,0.84994,1.29135,0.83338,0.77279,0.79309,0.42593,1.67142,0.8308,1.53473,7.03e-05,7.03e-05,7.03e-05
602,6404.95,1.46788,0.8549,1.2995,0.83107,0.77337,0.79479,0.42724,1.66499,0.82831,1.53334,7.02505e-05,7.02505e-05,7.02505e-05
603,6412.53,1.48559,0.84759,1.29713,0.83199,0.78071,0.79791,0.42206,1.69213,0.8292,1.55179,7.0201e-05,7.0201e-05,7.0201e-05
604,6421.12,1.47362,0.83472,1.3061,0.83292,0.7771,0.79897,0.41651,1.72194,0.83459,1.56977,7.01515e-05,7.01515e-05,7.01515e-05
605,6437.01,1.46398,0.83988,1.29165,0.83658,0.77769,0.8,0.41757,1.7079,0.83422,1.55944,7.0102e-05,7.0102e-05,7.0102e-05
606,6446.63,1.46669,0.85105,1.29048,0.83929,0.76579,0.80003,0.42824,1.65355,0.83036,1.53002,7.00525e-05,7.00525e-05,7.00525e-05
607,6456.42,1.45067,0.84307,1.28329,0.83621,0.76883,0.79452,0.43922,1.58771,0.81799,1.49327,7.0003e-05,7.0003e-05,7.0003e-05
608,6466.62,1.4476,0.83159,1.27681,0.84625,0.76354,0.7953,0.42397,1.66847,0.82632,1.54117,6.99535e-05,6.99535e-05,6.99535e-05
609,6474.86,1.45413,0.83959,1.29513,0.83522,0.77939,0.79718,0.42264,1.69365,0.82504,1.5574,6.9904e-05,6.9904e-05,6.9904e-05
610,6482.54,1.44545,0.8315,1.28762,0.83224,0.77543,0.79404,0.40542,1.75796,0.8392,1.59967,6.98545e-05,6.98545e-05,6.98545e-05
611,6507.05,1.44038,0.82505,1.28537,0.83444,0.77233,0.79119,0.38974,1.83104,0.85626,1.64427,6.9805e-05,6.9805e-05,6.9805e-05
612,6515.6,1.43153,0.81861,1.28215,0.83985,0.77586,0.79139,0.38787,1.86067,0.86441,1.66451,6.97555e-05,6.97555e-05,6.97555e-05
613,6523.16,1.47375,0.85889,1.30952,0.83274,0.78071,0.7913,0.40908,1.75251,0.84584,1.59287,6.9706e-05,6.9706e-05,6.9706e-05
614,6530.82,1.4646,0.84995,1.28432,0.82613,0.79087,0.79373,0.41365,1.74062,0.84331,1.58337,6.96565e-05,6.96565e-05,6.96565e-05
615,6539.67,1.47133,0.84996,1.29499,0.82865,0.78579,0.79153,0.39993,1.80303,0.85123,1.62405,6.9607e-05,6.9607e-05,6.9607e-05
616,6551.26,1.50323,0.84593,1.31454,0.82623,0.78336,0.78881,0.40761,1.76238,0.84529,1.60125,6.95575e-05,6.95575e-05,6.95575e-05
617,6572.12,1.45968,0.84001,1.30119,0.82582,0.77662,0.78868,0.42306,1.68701,0.8356,1.55587,6.9508e-05,6.9508e-05,6.9508e-05
618,6581.41,1.46688,0.83372,1.28265,0.82612,0.77823,0.79016,0.40707,1.75706,0.84832,1.6023,6.94585e-05,6.94585e-05,6.94585e-05
619,6589.1,1.50082,0.85719,1.32028,0.83596,0.78088,0.7939,0.42673,1.67461,0.83639,1.54951,6.9409e-05,6.9409e-05,6.9409e-05
620,6596.97,1.45009,0.83615,1.28601,0.83963,0.78156,0.79819,0.43783,1.6213,0.82609,1.51603,6.93595e-05,6.93595e-05,6.93595e-05
621,6605.35,1.41133,0.81629,1.26707,0.83969,0.78882,0.80117,0.44335,1.58848,0.81144,1.49465,6.931e-05,6.931e-05,6.931e-05
622,6617.22,1.44881,0.83589,1.28942,0.84135,0.78203,0.79924,0.42876,1.66292,0.815,1.53744,6.92605e-05,6.92605e-05,6.92605e-05
623,6624.92,1.41747,0.81876,1.2653,0.84283,0.77675,0.79764,0.41063,1.75189,0.83252,1.59391,6.9211e-05,6.9211e-05,6.9211e-05
624,6632.61,1.46353,0.84354,1.30067,0.83198,0.77807,0.79506,0.3898,1.84932,0.85314,1.65813,6.91615e-05,6.91615e-05,6.91615e-05
625,6640.75,1.42986,0.83427,1.29196,0.83419,0.78071,0.79845,0.39707,1.82434,0.84697,1.64065,6.9112e-05,6.9112e-05,6.9112e-05
626,6648.58,1.4313,0.83415,1.27713,0.83339,0.77971,0.7941,0.39796,1.83748,0.84721,1.65076,6.90625e-05,6.90625e-05,6.90625e-05
627,6656.38,1.45781,0.8333,1.29006,0.84479,0.76618,0.79803,0.41995,1.72174,0.82067,1.57589,6.9013e-05,6.9013e-05,6.9013e-05
628,6666.48,1.44282,0.8222,1.3059,0.87276,0.74505,0.80131,0.42863,1.67634,0.81346,1.54734,6.89635e-05,6.89635e-05,6.89635e-05
629,6677.55,1.48306,0.84295,1.29471,0.82864,0.77934,0.79696,0.41421,1.73218,0.8255,1.58292,6.8914e-05,6.8914e-05,6.8914e-05
630,6687.16,1.45285,0.83706,1.29837,0.82863,0.77675,0.79432,0.41955,1.70871,0.82529,1.56748,6.88645e-05,6.88645e-05,6.88645e-05
631,6707.04,1.46638,0.82603,1.28409,0.83087,0.77147,0.79368,0.42008,1.70484,0.82838,1.56527,6.8815e-05,6.8815e-05,6.8815e-05
632,6716.05,1.46111,0.84382,1.2946,0.83138,0.78071,0.79816,0.4293,1.67286,0.82492,1.54587,6.87655e-05,6.87655e-05,6.87655e-05
633,6723.67,1.46245,0.83219,1.29025,0.83568,0.77807,0.8004,0.42907,1.66425,0.82229,1.54005,6.8716e-05,6.8716e-05,6.8716e-05
634,6731.48,1.46084,0.84948,1.29269,0.85532,0.77543,0.80627,0.44531,1.59845,0.80948,1.49943,6.86665e-05,6.86665e-05,6.86665e-05
635,6741.52,1.43378,0.83585,1.27861,0.85043,0.77364,0.80671,0.43966,1.62327,0.8142,1.51259,6.8617e-05,6.8617e-05,6.8617e-05
636,6749.29,1.46085,0.82394,1.28393,0.84089,0.77493,0.80644,0.42413,1.69726,0.82416,1.55574,6.85675e-05,6.85675e-05,6.85675e-05
637,6756.91,1.46169,0.83668,1.27985,0.84468,0.77807,0.80762,0.43259,1.66262,0.81741,1.53326,6.8518e-05,6.8518e-05,6.8518e-05
638,6764.83,1.4344,0.83157,1.28397,0.84275,0.77675,0.80617,0.43818,1.63347,0.81828,1.51726,6.84685e-05,6.84685e-05,6.84685e-05
639,6772.47,1.47001,0.83735,1.29829,0.8385,0.77504,0.8037,0.41837,1.70924,0.83435,1.56336,6.8419e-05,6.8419e-05,6.8419e-05
640,6780.46,1.46166,0.83725,1.30114,0.83171,0.77675,0.8028,0.41946,1.715,0.83673,1.56573,6.83695e-05,6.83695e-05,6.83695e-05
641,6793.51,1.46262,0.83475,1.28217,0.83242,0.77015,0.79832,0.40205,1.79376,0.85466,1.61411,6.832e-05,6.832e-05,6.832e-05
642,6804.36,1.45922,0.83969,1.28575,0.84507,0.7566,0.80086,0.40464,1.78981,0.84985,1.61145,6.82705e-05,6.82705e-05,6.82705e-05
643,6818.31,1.41023,0.82097,1.26408,0.85173,0.75165,0.80056,0.41282,1.74629,0.84045,1.58531,6.8221e-05,6.8221e-05,6.8221e-05
644,6827.79,1.46058,0.84673,1.28525,0.85702,0.75033,0.80346,0.4203,1.70803,0.82876,1.56195,6.81715e-05,6.81715e-05,6.81715e-05
645,6836.22,1.4782,0.84333,1.30011,0.85619,0.75297,0.80492,0.43348,1.65282,0.81677,1.53011,6.8122e-05,6.8122e-05,6.8122e-05
646,6843.92,1.42009,0.82255,1.27769,0.84455,0.76793,0.8047,0.4333,1.6504,0.81731,1.52678,6.80725e-05,6.80725e-05,6.80725e-05
647,6851.89,1.43068,0.83643,1.27802,0.85616,0.75481,0.80387,0.4185,1.71105,0.82885,1.56226,6.8023e-05,6.8023e-05,6.8023e-05
648,6861.6,1.42046,0.81513,1.28046,0.85298,0.75297,0.80347,0.42507,1.68547,0.82136,1.54698,6.79735e-05,6.79735e-05,6.79735e-05
649,6869.88,1.43188,0.82173,1.27919,0.87695,0.74377,0.80581,0.43122,1.67008,0.81511,1.53919,6.7924e-05,6.7924e-05,6.7924e-05
